"#set","station","line num","no trait","powered","charged","precise","infused","defending","training","sharpened","decisive","nirnhoned","item name"
27,1,6,60965,60650,60685,60720,60755,60790,60825,60860,60895,60930,"Maul of the Armor Master"
27,1,7,60967,60652,60687,60722,60757,60792,60827,60862,60897,60932,"Dagger of the Armor Master"
27,1,8,60973,60658,60693,60728,60763,60798,60833,60868,60903,60938,"Cuirass of the Armor Master"
27,1,9,60974,60659,60694,60729,60764,60799,60834,60869,60904,60939,"Sabatons of the Armor Master"
27,1,10,60975,60660,60695,60730,60765,60800,60835,60870,60905,60940,"Gauntlets of the Armor Master"
27,1,11,60976,60661,60696,60731,60766,60801,60836,60871,60906,60941,"Helm of the Armor Master"
27,1,12,60977,60662,60697,60732,60767,60802,60837,60872,60907,60942,"Greaves of the Armor Master"
27,1,13,60978,60663,60698,60733,60768,60803,60838,60873,60908,60943,"Pauldron of the Armor Master"
27,1,14,60979,60664,60699,60734,60769,60804,60839,60874,60909,60944,"Girdle of the Armor Master"
27,6,1,60968,60653,60688,60723,60758,60793,60828,60863,60898,60933,"Bow of the Armor Master"
27,6,2,60969,60654,60689,60724,60759,60794,60829,60864,60899,60934,"Inferno Staff of the Armor Master"
27,6,3,60970,60655,60690,60725,60760,60795,60830,60865,60900,60935,"Ice Staff of the Armor Master"
27,6,4,60971,60656,60691,60726,60761,60796,60831,60866,60901,60936,"Lightning Staff of the Armor Master"
27,6,5,60972,60657,60692,60727,60762,60797,60832,60867,60902,60937,"Restoration Staff of the Armor Master"
27,6,6,60995,60680,60715,60750,60785,60820,60855,60890,60925,60960,"Shield of the Armor Master"
31,2,1,71806,71876,71911,71946,71981,72016,72051,72086,72121,71841,"Robe of Tava's Favor"
31,2,2,71807,71877,71912,71947,71982,72017,72052,72087,72122,71842,"Jerkin of Tava's Favor"
31,2,3,71812,71882,71917,71952,71987,72022,72057,72092,72127,71847,"Shoes of Tava's Favor"
31,2,4,71809,71879,71914,71949,71984,72019,72054,72089,72124,71844,"Gloves of Tava's Favor"
31,2,5,71805,71875,71910,71945,71980,72015,72050,72085,72120,71840,"Hat of Tava's Favor"
31,2,6,71811,71881,71916,71951,71986,72021,72056,72091,72126,71846,"Breeches of Tava's Favor"
31,2,7,71808,71878,71913,71948,71983,72018,72053,72088,72123,71843,"Epaulets of Tava's Favor"
31,2,8,71810,71880,71915,71950,71985,72020,72055,72090,72125,71845,"Sash of Tava's Favor"
31,2,9,71799,71869,71904,71939,71974,72009,72044,72079,72114,71834,"Jack of Tava's Favor"
31,2,10,71804,71874,71909,71944,71979,72014,72049,72084,72119,71839,"Boots of Tava's Favor"
31,2,11,71801,71871,71906,71941,71976,72011,72046,72081,72116,71836,"Bracers of Tava's Favor"
31,2,12,71798,71868,71903,71938,71973,72008,72043,72078,72113,71833,"Helmet of Tava's Favor"
31,2,13,71803,71873,71908,71943,71978,72013,72048,72083,72118,71838,"Guards of Tava's Favor"
31,2,14,71800,71870,71905,71940,71975,72010,72045,72080,72115,71835,"Arm Cops of Tava's Favor"
31,2,15,71802,71872,71907,71942,71977,72012,72047,72082,72117,71837,"Belt of Tava's Favor"
31,1,1,71813,71883,71918,71953,71988,72023,72058,72093,72128,71848,"axe of Tava's Favor"
31,1,2,71815,71885,71920,71955,71990,72025,72060,72095,72130,71850,"mace of Tava's Favor"
31,1,3,71814,71884,71919,71954,71989,72024,72059,72094,72129,71849,"Sword of Tava's Favor"
31,1,4,71816,71886,71921,71956,71991,72026,72061,72096,72131,71851,"Battle Axe of Tava's Favor"
31,1,5,71818,71888,71923,71958,71993,72028,72063,72098,72133,71853,"Greatsword of Tava's Favor"
31,1,6,71817,71887,71922,71957,71992,72027,72062,72097,72132,71852,"Maul of Tava's Favor"
31,1,7,71819,71889,71924,71959,71994,72029,72064,72099,72134,71854,"Dagger of Tava's Favor"
31,1,8,71792,71862,71897,71932,71967,72002,72037,72072,72107,71827,"Cuirass of Tava's Favor"
31,1,9,71797,71867,71902,71937,71972,72007,72042,72077,72112,71832,"Sabatons of Tava's Favor"
31,1,10,71794,71864,71899,71934,71969,72004,72039,72074,72109,71829,"Gauntlets of Tava's Favor"
31,1,11,71791,71861,71896,71931,71966,72001,72036,72071,72106,71826,"Helm of Tava's Favor"
31,1,12,71796,71866,71901,71936,71971,72006,72041,72076,72111,71831,"Greaves of Tava's Favor"
31,1,13,71793,71863,71898,71933,71968,72003,72038,72073,72108,71828,"Pauldron of Tava's Favor"
31,1,14,71795,71865,71900,71935,71970,72005,72040,72075,72110,71830,"Girdle of Tava's Favor"
31,6,1,71820,71890,71925,71960,71995,72030,72065,72100,72135,71855,"Bow of Tava's Favor"
31,6,2,71822,71892,71927,71962,71997,72032,72067,72102,72137,71857,"Inferno Staff of Tava's Favor"
31,6,3,71823,71893,71928,71963,71998,72033,72068,72103,72138,71858,"Ice Staff of Tava's Favor"
31,6,4,71824,71894,71929,71964,71999,72034,72069,72104,72139,71859,"Lightning Staff of Tava's Favor"
31,6,5,71825,71895,71930,71965,72000,72035,72070,72105,72140,71860,"Restoration Staff of Tava's Favor"
31,6,6,71821,71891,71926,71961,71996,72031,72066,72101,72136,71856,"Shield of Tava's Favor"
39,2,1,121921,122166,122096,122061,122026,122201,121956,122131,121991,122236,"Robe of Daedric Trickery"
39,2,2,121926,122171,122101,122066,122031,122206,121961,122136,121996,122241,"Jerkin of Daedric Trickery"
39,2,3,121922,122167,122097,122062,122027,122202,121957,122132,121992,122237,"Shoes of Daedric Trickery"
39,2,4,121923,122168,122098,122063,122028,122203,121958,122133,121993,122238,"Gloves of Daedric Trickery"
39,2,5,121924,122169,122099,122064,122029,122204,121959,122134,121994,122239,"Hat of Daedric Trickery"
39,2,6,121925,122170,122100,122065,122030,122205,121960,122135,121995,122240,"Breeches of Daedric Trickery"
39,2,7,121927,122172,122102,122067,122032,122207,121962,122137,121997,122242,"Epaulets of Daedric Trickery"
39,2,8,121928,122173,122103,122068,122033,122208,121963,122138,121998,122243,"Sash of Daedric Trickery"
39,2,9,121929,122174,122104,122069,122034,122209,121964,122139,121999,122244,"Jack of Daedric Trickery"
39,2,10,121930,122175,122105,122070,122035,122210,121965,122140,122000,122245,"Boots of Daedric Trickery"
39,2,11,121931,122176,122106,122071,122036,122211,121966,122141,122001,122246,"Bracers of Daedric Trickery"
39,2,12,121932,122177,122107,122072,122037,122212,121967,122142,122002,122247,"Helmet of Daedric Trickery"
39,2,13,121933,122178,122108,122073,122038,122213,121968,122143,122003,122248,"Guards of Daedric Trickery"
39,2,14,121934,122179,122109,122074,122039,122214,121969,122144,122004,122249,"Arm Cops of Daedric Trickery"
39,2,15,121935,122180,122110,122075,122040,122215,121970,122145,122005,122250,"Belt of Daedric Trickery"
39,1,1,121901,121971,122111,122006,121936,122041,122181,122076,122146,122216,"Axe of Daedric Trickery"
39,1,2,121902,121972,122112,122007,121937,122042,122182,122077,122147,122217,"Mace of Daedric Trickery"
39,1,3,121903,121973,122113,122008,121938,122043,122183,122078,122148,122218,"Sword of Daedric Trickery"
39,1,4,121904,121974,122114,122009,121939,122044,122184,122079,122149,122219,"Battle Axe of Daedric Trickery"
39,1,5,121906,121976,122116,122011,121941,122046,122186,122081,122151,122221,"Greatsword of Daedric Trickery"
39,1,6,121905,121975,122115,122010,121940,122045,122185,122080,122150,122220,"Maul of Daedric Trickery"
39,1,7,121907,121977,122117,122012,121942,122047,122187,122082,122152,122222,"Dagger of Daedric Trickery"
39,1,8,121914,122159,122089,122054,122019,122194,121949,122124,121984,122229,"Cuirass of Daedric Trickery"
39,1,9,121915,122160,122090,122055,122020,122195,121950,122125,121985,122230,"Sabatons of Daedric Trickery"
39,1,10,121916,122161,122091,122056,122021,122196,121951,122126,121986,122231,"Gauntlets of Daedric Trickery"
39,1,11,121917,122162,122092,122057,122022,122197,121952,122127,121987,122232,"Helm of Daedric Trickery"
39,1,12,121918,122163,122093,122058,122023,122198,121953,122128,121988,122233,"Greaves of Daedric Trickery"
39,1,13,121919,122164,122094,122059,122024,122199,121954,122129,121989,122234,"Pauldron of Daedric Trickery"
39,1,14,121920,122165,122095,122060,122025,122200,121955,122130,121990,122235,"Girdle of Daedric Trickery"
39,6,1,121908,121978,122118,122013,121943,122048,122188,122083,122153,122223,"Bow of Daedric Trickery"
39,6,2,121909,121979,122119,122014,121944,122049,122189,122084,122154,122224,"Inferno Staff of Daedric Trickery"
39,6,3,121910,121980,122120,122015,121945,122050,122190,122085,122155,122225,"Ice Staff of Daedric Trickery"
39,6,4,121911,121981,122121,122016,121946,122051,122191,122086,122156,122226,"Lightning Staff of Daedric Trickery"
39,6,5,121912,121982,122122,122017,121947,122052,122192,122087,122157,122227,"Restoration Staff of Daedric Trickery"
39,6,6,121913,122158,122088,122053,122018,122193,121948,122123,121983,122228,"Shield of Daedric Trickery"
32,2,1,72156,72226,72261,72296,72331,72366,72401,72436,72471,72191,"Clever Alchemist Robe"
32,2,2,72157,72227,72262,72297,72332,72367,72402,72437,72472,72192,"Clever Alchemist Jerkin"
32,2,3,72162,72232,72267,72302,72337,72372,72407,72442,72477,72197,"Clever Alchemist Shoes"
32,2,4,72159,72229,72264,72299,72334,72369,72404,72439,72474,72194,"Clever Alchemist Gloves"
32,2,5,72155,72225,72260,72295,72330,72365,72400,72435,72470,72190,"Clever Alchemist Hat"
32,2,6,72161,72231,72266,72301,72336,72371,72406,72441,72476,72196,"Clever Alchemist Breeches"
32,2,7,72158,72228,72263,72298,72333,72368,72403,72438,72473,72193,"Clever Alchemist Epaulets"
32,2,8,72160,72230,72265,72300,72335,72370,72405,72440,72475,72195,"Clever Alchemist Sash"
32,2,9,72149,72219,72254,72289,72324,72359,72394,72429,72464,72184,"Clever Alchemist Jack"
32,2,10,72154,72224,72259,72294,72329,72364,72399,72434,72469,72189,"Clever Alchemist Boots"
32,2,11,72151,72221,72256,72291,72326,72361,72396,72431,72466,72186,"Clever Alchemist Bracers"
32,2,12,72148,72218,72253,72288,72323,72358,72393,72428,72463,72183,"Clever Alchemist Helmet"
32,2,13,72153,72223,72258,72293,72328,72363,72398,72433,72468,72188,"Clever Alchemist Guards"
32,2,14,72150,72220,72255,72290,72325,72360,72395,72430,72465,72185,"Clever Alchemist Arm Cops"
32,2,15,72152,72222,72257,72292,72327,72362,72397,72432,72467,72187,"Clever Alchemist Belt"
32,1,1,72163,72233,72268,72303,72338,72373,72408,72443,72478,72198,"Clever Alchemist axe"
32,1,2,72165,72235,72270,72305,72340,72375,72410,72445,72480,72200,"Clever Alchemist mace"
32,1,3,72164,72234,72269,72304,72339,72374,72409,72444,72479,72199,"Clever Alchemist Sword"
32,1,4,72166,72236,72271,72306,72341,72376,72411,72446,72481,72201,"Clever Alchemist Battle Axe"
32,1,5,72168,72238,72273,72308,72343,72378,72413,72448,72483,72203,"Clever Alchemist Greatsword"
32,1,6,72167,72237,72272,72307,72342,72377,72412,72447,72482,72202,"Clever Alchemist Maul"
32,1,7,72169,72239,72274,72309,72344,72379,72414,72449,72484,72204,"Clever Alchemist Dagger"
32,1,8,72142,72212,72247,72282,72317,72352,72387,72422,72457,72177,"Clever Alchemist Cuirass"
32,1,9,72147,72217,72252,72287,72322,72357,72392,72427,72462,72182,"Clever Alchemist Sabatons"
32,1,10,72144,72214,72249,72284,72319,72354,72389,72424,72459,72179,"Clever Alchemist Gauntlets"
32,1,11,72141,72211,72246,72281,72316,72351,72386,72421,72456,72176,"Clever Alchemist Helm"
32,1,12,72146,72216,72251,72286,72321,72356,72391,72426,72461,72181,"Clever Alchemist Greaves"
32,1,13,72143,72213,72248,72283,72318,72353,72388,72423,72458,72178,"Clever Alchemist Pauldron"
32,1,14,72145,72215,72250,72285,72320,72355,72390,72425,72460,72180,"Clever Alchemist Girdle"
32,6,1,72170,72240,72275,72310,72345,72380,72415,72450,72485,72205,"Clever Alchemist Bow"
32,6,2,72172,72242,72277,72312,72347,72382,72417,72452,72487,72207,"Clever Alchemist Inferno Staff"
32,6,3,72173,72243,72278,72313,72348,72383,72418,72453,72488,72208,"Clever Alchemist Ice Staff"
32,6,4,72174,72244,72279,72314,72349,72384,72419,72454,72489,72209,"Clever Alchemist Lightning Staff"
32,6,5,72175,72245,72280,72315,72350,72385,72420,72455,72490,72210,"Clever Alchemist Restoration Staff"
32,6,6,72171,72241,72276,72311,72346,72381,72416,72451,72486,72206,"Clever Alchemist Shield"
16,2,1,51864,51766,51579,51731,51836,51789,51614,51556,51533,56612,"Robe of Hunding's Rage"
16,2,2,51869,51771,51584,51736,51841,51794,51619,51561,51538,56617,"Shirt of Hunding's Rage"
16,2,3,51865,51767,51580,51732,51837,51790,51615,51557,51534,56613,"Shoes of Hunding's Rage"
16,2,4,51866,51768,51581,51733,51838,51791,51616,51558,51535,56614,"Gloves of Hunding's Rage"
16,2,5,51867,51769,51582,51734,51839,51792,51617,51559,51536,56615,"Hat of Hunding's Rage"
16,2,6,51868,51770,51583,51735,51840,51793,51618,51560,51537,56616,"Breeches of Hunding's Rage"
16,2,7,51870,51772,51585,51737,51842,51795,51620,51562,51539,56618,"Epaulets of Hunding's Rage"
16,2,8,51871,51773,51586,51738,51843,51796,51621,51563,51540,56619,"Sash of Hunding's Rage"
16,2,9,51873,51774,51587,51739,51844,51797,51622,51564,51541,56620,"Jack of Hunding's Rage"
16,2,10,51874,51775,51588,51740,51845,51798,51623,54192,51542,56621,"Boots of Hunding's Rage"
16,2,11,44008,51776,51589,51741,51846,51799,51624,51566,51543,56622,"Bracers of Hunding's Rage"
16,2,12,44007,51777,51590,51742,51847,51800,51625,51567,51544,56623,"Helmet of Hunding's Rage"
16,2,13,44009,51778,51591,51743,51848,51801,51626,51568,51545,56624,"Guards of Hunding's Rage"
16,2,14,51875,51779,51592,51744,51849,51802,51627,51569,51546,56625,"Arm Cops of Hunding's Rage"
16,2,15,51876,51780,51593,51745,51850,51803,51628,51570,51547,56626,"Belt of Hunding's Rage"
16,1,1,51852,51700,51502,51712,51595,51514,51805,51747,51817,56593,"Axe of Hunding's Rage"
16,1,2,51853,51701,51503,51713,51596,51515,51806,51748,51818,56594,"Hammer of Hunding's Rage"
16,1,3,44011,51702,51504,51714,51597,51516,51807,51749,51819,56595,"Sword of Hunding's Rage"
16,1,4,51854,51703,51505,51715,51598,51517,51808,51750,51820,56596,"Battle Axe of Hunding's Rage"
16,1,5,51856,51705,51507,51717,51600,51519,51810,51752,51822,56598,"Greatsword of Hunding's Rage"
16,1,6,51855,51704,51506,51716,51599,51518,51809,51751,51821,56597,"Maul of Hunding's Rage"
16,1,7,44012,51706,51508,51718,51601,51520,51811,51753,51823,56599,"Dagger of Hunding's Rage"
16,1,8,51857,51759,51572,51724,51829,51782,51607,51549,51526,56605,"Cuirass of Hunding's Rage"
16,1,9,51858,51760,51573,51725,51830,51783,51608,51550,51527,56606,"Sabatons of Hunding's Rage"
16,1,10,51859,51761,51574,51726,51831,51784,51609,51551,51528,56607,"Gauntlets of Hunding's Rage"
16,1,11,51860,51762,51575,51727,51832,51785,51610,51552,51529,56608,"Helm of Hunding's Rage"
16,1,12,51861,51763,51576,51728,51833,51786,51611,51553,51530,56609,"Greaves of Hunding's Rage"
16,1,13,51862,51764,51577,51729,51834,51787,51612,51554,51531,56610,"Pauldron of Hunding's Rage"
16,1,14,51863,51765,51578,51730,51835,51788,51613,51555,51532,56611,"Girdle of Hunding's Rage"
16,6,1,51872,51707,51509,51719,51602,51521,51812,51754,51824,56600,"Bow of Hunding's Rage"
16,6,2,51879,51708,51510,51720,51603,51522,51813,51755,51825,56601,"Inferno Staff of Hunding's Rage"
16,6,3,51880,51709,51511,51721,51604,51523,51814,51756,51826,56602,"Ice Staff of Hunding's Rage"
16,6,4,51881,51710,51512,51722,51605,51524,51815,51757,51827,56603,"Lightning Staff of Hunding's Rage"
16,6,5,51882,51711,51513,51723,51606,51525,51816,51758,51828,56604,"Restoration Staff of Hunding's Rage"
16,6,6,51878,51781,51594,51746,51851,51804,51629,51571,51548,56627,"Shield of Hunding's Rage"
20,2,1,54149,54052,53865,54017,54122,54075,53900,53842,53819,56822,"Robe of Shalidor's Curse"
20,2,2,54154,54057,53870,54022,54127,54080,53905,53847,53824,56827,"Shirt of Shalidor's Curse"
20,2,3,54150,54053,53866,54018,54123,54076,53901,53843,53820,56823,"Shoes of Shalidor's Curse"
20,2,4,54151,54054,53867,54019,54124,54077,53902,53844,53821,56824,"Gloves of Shalidor's Curse"
20,2,5,54152,54055,53868,54020,54125,54078,53903,53845,53822,56825,"Hat of Shalidor's Curse"
20,2,6,54153,54056,53869,54021,54126,54079,53904,53846,53823,56826,"Breeches of Shalidor's Curse"
20,2,7,54155,54058,53871,54023,54128,54081,53906,53848,53825,56828,"Epaulets of Shalidor's Curse"
20,2,8,54156,54059,53872,54024,54129,54082,53907,53849,53826,56829,"Sash of Shalidor's Curse"
20,2,9,54158,54060,53873,54025,54130,54083,53908,53850,53827,56830,"Jack of Shalidor's Curse"
20,2,10,54159,54061,53874,54026,54131,54084,53909,53851,53828,56831,"Boots of Shalidor's Curse"
20,2,11,54160,54062,53875,54027,54132,54085,53910,53852,53829,56832,"Bracers of Shalidor's Curse"
20,2,12,54161,54063,53876,54028,54133,54086,53911,53853,53830,56833,"Helmet of Shalidor's Curse"
20,2,13,54162,54064,53877,54029,54134,54087,53912,53854,53831,56834,"Guards of Shalidor's Curse"
20,2,14,54163,54065,53878,54030,54135,54088,53913,53855,53832,56835,"Arm Cops of Shalidor's Curse"
20,2,15,54164,54066,53879,54031,54136,54089,53914,53856,53833,56836,"Belt of Shalidor's Curse"
20,1,1,54138,53986,53788,53998,53881,53800,54091,54033,54103,56803,"Axe of Shalidor's Curse"
20,1,2,54139,53987,53789,53999,53882,53801,54092,54034,54104,56804,"Hammer of Shalidor's Curse"
20,1,3,54140,53988,53790,54000,53883,53802,54093,54035,54105,56805,"Sword of Shalidor's Curse"
20,1,4,54141,53989,53791,54001,53884,53803,54094,54036,54106,56806,"Battle Axe of Shalidor's Curse"
20,1,5,54143,53991,53793,54003,53886,53805,54096,54038,54108,56808,"Greatsword of Shalidor's Curse"
20,1,6,54142,53990,53792,54002,53885,53804,54095,54037,54107,56807,"Maul of Shalidor's Curse"
20,1,7,54144,53992,53794,54004,53887,53806,54097,54039,54109,56809,"Dagger of Shalidor's Curse"
20,1,8,44102,54045,53858,54010,54115,54068,53893,53835,53812,56815,"Cuirass of Shalidor's Curse"
20,1,9,54146,54046,53859,54011,54116,54069,53894,53836,53813,56816,"Sabatons of Shalidor's Curse"
20,1,10,44100,54047,53860,54012,54117,54070,53895,53837,53814,56817,"Gauntlets of Shalidor's Curse"
20,1,11,44099,54048,53861,54013,54118,54071,53896,53838,53815,56818,"Helm of Shalidor's Curse"
20,1,12,44101,54049,53862,54014,54119,54072,53897,53839,53816,56819,"Greaves of Shalidor's Curse"
20,1,13,54147,54050,53863,54015,54120,54073,53898,53840,53817,56820,"Pauldron of Shalidor's Curse"
20,1,14,54148,54051,53864,54016,54121,54074,53899,53841,53818,56821,"Girdle of Shalidor's Curse"
20,6,1,54157,53993,53795,54005,53888,53807,54098,54040,54110,56810,"Bow of Shalidor's Curse"
20,6,2,44104,53994,53796,54006,53889,53808,54099,54041,54111,56811,"Inferno Staff of Shalidor's Curse"
20,6,3,54166,53995,53797,54007,53890,53809,54100,54042,54112,56812,"Ice Staff of Shalidor's Curse"
20,6,4,54167,53996,53798,54008,53891,53810,54101,54043,54113,56813,"Lightning Staff of Shalidor's Curse"
20,6,5,54168,53997,53799,54009,53892,53811,54102,54044,54114,56814,"Restoration Staff of Shalidor's Curse"
20,6,6,54165,54067,53880,54032,54137,54090,53915,53857,53834,56837,"Shield of Shalidor's Curse"
24,2,1,58174,58238,58273,58308,58343,58378,58413,58448,58483,58203,"Robe of the Twice-Born Star"
24,2,2,58168,58239,58274,58309,58344,58379,58414,58449,58484,58204,"Shirt of the Twice-Born Star"
24,2,3,58173,58244,58279,58314,58349,58384,58419,58454,58489,58209,"Shoes of the Twice-Born Star"
24,2,4,58170,58241,58276,58311,58346,58381,58416,58451,58486,58206,"Gloves of the Twice-Born Star"
24,2,5,58167,58237,58272,58307,58342,58377,58412,58447,58482,58202,"Hat of the Twice-Born Star"
24,2,6,58172,58243,58278,58313,58348,58383,58418,58453,58488,58208,"Breeches of the Twice-Born Star"
24,2,7,58169,58240,58275,58310,58345,58380,58415,58450,58485,58205,"Epaulets of the Twice-Born Star"
24,2,8,58171,58242,58277,58312,58347,58382,58417,58452,58487,58207,"Sash of the Twice-Born Star"
24,2,9,58161,58231,58266,58301,58336,58371,58406,58441,58476,58196,"Jack of the Twice-Born Star"
24,2,10,58166,58236,58271,58306,58341,58376,58411,58446,58481,58201,"Boots of the Twice-Born Star"
24,2,11,58163,58233,58268,58303,58338,58373,58408,58443,58478,58198,"Bracers of the Twice-Born Star"
24,2,12,58160,58230,58265,58300,58335,58370,58405,58440,58475,58195,"Helmet of the Twice-Born Star"
24,2,13,58165,58235,58270,58305,58340,58375,58410,58445,58480,58200,"Guards of the Twice-Born Star"
24,2,14,58162,58232,58267,58302,58337,58372,58407,58442,58477,58197,"Arm Cops of the Twice-Born Star"
24,2,15,58164,58234,58269,58304,58339,58374,58409,58444,58479,58199,"Belt of the Twice-Born Star"
24,1,1,58175,58245,58280,58315,58350,58385,58420,58455,58490,58210,"Axe of the Twice-Born Star"
24,1,2,58177,58247,58282,58317,58352,58387,58422,58457,58492,58212,"Hammer of the Twice-Born Star"
24,1,3,58176,58246,58281,58316,58351,58386,58421,58456,58491,58211,"Sword of the Twice-Born Star"
24,1,4,58178,58248,58283,58318,58353,58388,58423,58458,58493,58213,"Battle Axe of the Twice-Born Star"
24,1,5,58180,58250,58285,58320,58355,58390,58425,58460,58495,58215,"Greatsword of the Twice-Born Star"
24,1,6,58179,58249,58284,58319,58354,58389,58424,58459,58494,58214,"Maul of the Twice-Born Star"
24,1,7,58181,58251,58286,58321,58356,58391,58426,58461,58496,58216,"Dagger of the Twice-Born Star"
24,1,8,58154,58224,58259,58294,58329,58364,58399,58434,58469,58189,"Cuirass of the Twice-Born Star"
24,1,9,58159,58229,58264,58299,58334,58369,58404,58439,58474,58194,"Sabatons of the Twice-Born Star"
24,1,10,58156,58226,58261,58296,58331,58366,58401,58436,58471,58191,"Gauntlets of the Twice-Born Star"
24,1,11,58153,58223,58258,58293,58328,58363,58398,58433,58468,58188,"Helm of the Twice-Born Star"
24,1,12,58158,58228,58263,58298,58333,58368,58403,58438,58473,58193,"Greaves of the Twice-Born Star"
24,1,13,58155,58225,58260,58295,58330,58365,58400,58435,58470,58190,"Pauldron of the Twice-Born Star"
24,1,14,58157,58227,58262,58297,58332,58367,58402,58437,58472,58192,"Girdle of the Twice-Born Star"
24,6,1,58182,58252,58287,58322,58357,58392,58427,58462,58497,58217,"Bow of the Twice-Born Star"
24,6,2,58184,58254,58289,58324,58359,58394,58429,58464,58499,58219,"Inferno Staff of the Twice-Born Star"
24,6,3,58185,58255,58290,58325,58360,58395,58430,58465,58500,58220,"Ice Staff of the Twice-Born Star"
24,6,4,58186,58256,58291,58326,58361,58396,58431,58466,58501,58221,"Lightning Staff of the Twice-Born Star"
24,6,5,58187,58257,58292,58327,58362,58397,58432,58467,58502,58222,"Restoration Staff of the Twice-Born Star"
24,6,6,58183,58253,58288,58323,58358,58393,58428,58463,58498,58218,"Shield of the Twice-Born Star"
28,2,1,69942,70012,70047,70082,70117,70152,70187,70222,70257,69977,"Robe of Trials"
28,2,2,69943,70013,70048,70083,70118,70153,70188,70223,70258,69978,"Jerkin of Trials"
28,2,3,69948,70018,70053,70088,70123,70158,70193,70228,70263,69983,"Shoes of Trials"
28,2,4,69945,70015,70050,70085,70120,70155,70190,70225,70260,69980,"Gloves of Trials"
28,2,5,69941,70011,70046,70081,70116,70151,70186,70221,70256,69976,"Hat of Trials"
28,2,6,69947,70017,70052,70087,70122,70157,70192,70227,70262,69982,"Breeches of Trials"
28,2,7,69944,70014,70049,70084,70119,70154,70189,70224,70259,69979,"Epaulets of Trials"
28,2,8,69946,70016,70051,70086,70121,70156,70191,70226,70261,69981,"Sash of Trials"
28,2,9,69935,70005,70040,70075,70110,70145,70180,70215,70250,69970,"Jack of Trials"
28,2,10,69940,70010,70045,70080,70115,70150,70185,70220,70255,69975,"Boots of Trials"
28,2,11,69937,70007,70042,70077,70112,70147,70182,70217,70252,69972,"Bracers of Trials"
28,2,12,69934,70004,70039,70074,70109,70144,70179,70214,70249,69969,"Helmet of Trials"
28,2,13,69939,70009,70044,70079,70114,70149,70184,70219,70254,69974,"Guards of Trials"
28,2,14,69936,70006,70041,70076,70111,70146,70181,70216,70251,69971,"Arm Cops of Trials"
28,2,15,69938,70008,70043,70078,70113,70148,70183,70218,70253,69973,"Belt of Trials"
28,1,1,69949,70019,70054,70089,70124,70159,70194,70229,70264,69984,"axe of Trials"
28,1,2,69951,70021,70056,70091,70126,70161,70196,70231,70266,69986,"mace of Trials"
28,1,3,69950,70020,70055,70090,70125,70160,70195,70230,70265,69985,"Sword of Trials"
28,1,4,69952,70022,70057,70092,70127,70162,70197,70232,70267,69987,"Battle Axe of Trials"
28,1,5,69954,70024,70059,70094,70129,70164,70199,70234,70269,69989,"Greatsword of Trials"
28,1,6,69953,70023,70058,70093,70128,70163,70198,70233,70268,69988,"Maul of Trials"
28,1,7,69955,70025,70060,70095,70130,70165,70200,70235,70270,69990,"Dagger of Trials"
28,1,8,69928,69998,70033,70068,70103,70138,70173,70208,70243,69963,"Cuirass of Trials"
28,1,9,69933,70003,70038,70073,70108,70143,70178,70213,70248,69968,"Sabatons of Trials"
28,1,10,69930,70000,70035,70070,70105,70140,70175,70210,70245,69965,"Gauntlets of Trials"
28,1,11,69927,69997,70032,70067,70102,70137,70172,70207,70242,69962,"Helm of Trials"
28,1,12,69932,70002,70037,70072,70107,70142,70177,70212,70247,69967,"Greaves of Trials"
28,1,13,69929,69999,70034,70069,70104,70139,70174,70209,70244,69964,"Pauldron of Trials"
28,1,14,69931,70001,70036,70071,70106,70141,70176,70211,70246,69966,"Girdle of Trials"
28,6,1,69956,70026,70061,70096,70131,70166,70201,70236,70271,69991,"Bow of Trials"
28,6,2,69958,70028,70063,70098,70133,70168,70203,70238,70273,69993,"Inferno Staff of Trials"
28,6,3,69959,70029,70064,70099,70134,70169,70204,70239,70274,69994,"Ice Staff of Trials"
28,6,4,69960,70030,70065,70100,70135,70170,70205,70240,70275,69995,"Lightning Staff of Trials"
28,6,5,69961,70031,70066,70101,70136,70171,70206,70241,70276,69996,"Restoration Staff of Trials"
28,6,6,69957,70027,70062,70097,70132,70167,70202,70237,70272,69992,"Shield of Trials"
33,2,1,72506,72576,72611,72646,72681,72716,72751,72786,72821,72541,"Eternal Hunt Robe"
33,2,2,72507,72577,72612,72647,72682,72717,72752,72787,72822,72542,"Eternal Hunt Jerkin"
33,2,3,72512,72582,72617,72652,72687,72722,72757,72792,72827,72547,"Eternal Hunt Shoes"
33,2,4,72509,72579,72614,72649,72684,72719,72754,72789,72824,72544,"Eternal Hunt Gloves"
33,2,5,72505,72575,72610,72645,72680,72715,72750,72785,72820,72540,"Eternal Hunt Hat"
33,2,6,72511,72581,72616,72651,72686,72721,72756,72791,72826,72546,"Eternal Hunt Breeches"
33,2,7,72508,72578,72613,72648,72683,72718,72753,72788,72823,72543,"Eternal Hunt Epaulets"
33,2,8,72510,72580,72615,72650,72685,72720,72755,72790,72825,72545,"Eternal Hunt Sash"
33,2,9,72499,72569,72604,72639,72674,72709,72744,72779,72814,72534,"Eternal Hunt Jack"
33,2,10,72504,72574,72609,72644,72679,72714,72749,72784,72819,72539,"Eternal Hunt Boots"
33,2,11,72501,72571,72606,72641,72676,72711,72746,72781,72816,72536,"Eternal Hunt Bracers"
